NAME	TITLE	SCORE	
ENTPD2		0.094733834	
ANKRD30B		0.094699875	
GFM1		0.09469936	
AKT2		0.09467722	
NAA50		0.09456547	
H2BC15		0.09453518	
CCDC149		0.094500855	
SH2D7		0.09446391	
TRIM27		0.09445826	
UBAP2		0.09445389	
DSN1		0.09441801	
PSMC2		0.09431431	
DDHD2		0.094294235	
AIDA		0.09425732	
DCAF7		0.094254404	
WDR83OS		0.09424992	
SPEF2		0.09423716	
CSNK1D		0.0942228	
ESPN		0.0942161	
ENSG00000248168		0.09420634	
SUB1P1		0.094199665	
PRADX		0.09419217	
ENSG00000251034		0.09413367	
BAK1		0.09412987	
MAN2C1		0.09408425	
NUP214		0.094054915	
COPS7B		0.093994185	
MED22		0.09396575	
UBE2D3		0.0939573	
BTBD9		0.093948096	
LY6G5C		0.09393	
MRPL2		0.09391221	
URM1		0.093896456	
TMEM11		0.09388282	
SMC3		0.09384228	
EEFSEC		0.093840696	
KIF3A		0.093832225	
PSME3		0.093822256	
BRWD1		0.09377899	
MPHOSPH6		0.09377537	
KIAA1958		0.09377251	
DENND2A		0.093710475	
TEAD3		0.093705386	
PSMB7		0.09363779	
ANAPC11		0.093634404	
ZNF7		0.09361472	
GEMIN6		0.09357667	
RAPGEF6		0.09355465	
ENSG00000244313		0.0935364	
SLK		0.09353463	
ARNT		0.09351407	
SNRPNP2		0.09351231	
EIF3L		0.09345777	
PGD		0.0934319	
NMT1		0.09342861	
SPTLC2		0.09339024	
ENSG00000229789		0.09334667	
GDAP2		0.09331788	
ZSWIM5		0.09331381	
PPP3CA		0.093311556	
CBR1		0.093305975	
SMG6		0.09327742	
SNRNP200		0.09326403	
FIP1L1		0.0932279	
EIF3H		0.093194775	
PTPN21		0.09318625	
ENSG00000238150		0.0931747	
SNX4		0.09313501	
TADA2B		0.09310626	
CFAP36		0.09309139	
MTREX		0.093084104	
NIPAL3		0.093078	
FNTAP2		0.09306251	
XRN2		0.09304436	
SCP2		0.09297741	
ZNF19		0.09297062	
R3HDM4		0.092951044	
PRRC2A		0.09290312	
CDC27		0.092896305	
RTF2		0.09286514	
CHMP5P1		0.092855595	
PPP2R5E		0.09282453	
GJB2		0.09277859	
SNHG11		0.0927461	
RPL5P17		0.0927146	
KCNK1		0.09268126	
ERVH48-1		0.09266651	
MAML1		0.092652105	
PSMD12P1		0.092567995	
EBNA1BP2		0.09256022	
SAMD10		0.09255557	
ALAS1		0.09254963	
TLE1		0.09249592	
SLMAP		0.09246148	
CAMK2G		0.09244972	
POTEH		0.09243798	
CSDE1		0.09242128	
ZSWIM8		0.092406616	
SP3		0.092402816	
TRAPPC6A		0.09239079	
CLPTM1		0.092331536	
DYRK4		0.09233133	
DHX15		0.092297874	
MXD4		0.092287794	
ZNF443		0.09226639	
THSD7B		0.09224201	
PAN3		0.09219196	
GSKIP		0.09218704	
ESF1		0.092167206	
ENSG00000253785		0.09214294	
ACTL6A		0.0920836	
GLYATL1P4		0.09207335	
ENSG00000250049		0.092041366	
PSMB1		0.09199779	
KIF22		0.09194184	
RBM19		0.09194045	
DOP1A		0.09193533	
FNBP1		0.091888756	
RPL26		0.091825776	
OPA1-AS1		0.09178641	
DDX56		0.0917802	
TAB2		0.09176584	
LGALS3		0.09174447	
APOL6		0.09174319	
SMAD2		0.0917253	
RNPEP		0.091693066	
PRKAB1		0.091638595	
LYSMD1		0.09163109	
LINC00680		0.09149015	
GSK3B		0.09147074	
RAP1BL		0.09138312	
SUPT5H		0.091357306	
AHCY		0.0913107	
LANCL1		0.09125445	
TMEM184B		0.09114895	
ANAPC7		0.09114308	
SNRPEP4		0.09109943	
P2RY6		0.09104799	
ZBTB14		0.09102749	
STARD7		0.09101391	
PRR12		0.0909956	
CHERP		0.090955	
GCH1		0.090954214	
BPHL		0.090936534	
SAMD4B		0.09092916	
CCDC107		0.09091708	
MTCO1P53		0.090910815	
COG8		0.09090477	
SBNO1		0.09081814	
NUDT19		0.09075694	
RPL37A		0.090749614	
AVL9		0.09073394	
ENSG00000215863		0.09071829	
TMEM248		0.09071723	
CCDC124		0.090711325	
ENSG00000237857		0.09070792	
SEC23B		0.09070574	
MARCHF5		0.09067781	
NAA10		0.090650894	
ENSG00000138293		0.09062536	
GAPDHP38		0.0905972	
TRMT13		0.09059624	
ENSG00000111780		0.09056313	
METTL26		0.09055132	
ENSG00000248493		0.09050637	
IWS1		0.09045762	
DCAF12		0.09040512	
RHOT2		0.09037204	
SRP54		0.09036428	
MLH1		0.09032309	
TMEM19		0.09028141	
SRP68		0.09026434	
RPS12P28		0.090255216	
NKAP		0.09023896	
COX7A2P2		0.090227865	
TNIP2P1		0.09021209	
ENSG00000248045		0.090198405	
STX4		0.09019739	
GOLGA8O		0.09017074	
ATXN1L		0.090161234	
SLC25A40		0.09002749	
CAMSAP3		0.09002461	
AMDHD2		0.090020604	
ENSG00000236065		0.09001734	
BZW1P1		0.08991122	
PIWIL2-DT		0.0898813	
SNORD20		0.08986591	
BAZ2A		0.08986475	
H3-5		0.08984805	
PSMC1P9		0.08981651	
FZR1		0.089814834	
ZNG1A		0.089811526	
ARRDC1		0.08981124	
TMEM205		0.08980403	
ABHD12		0.089792244	
AEBP2		0.089754276	
KMT2C		0.08969195	
TMEM67		0.08967795	
ZNF276		0.0896313	
PTEN		0.08960284	
RFT1		0.08959941	
FDFT1		0.08959423	
ENSG00000203836		0.08956781	
ZKSCAN1		0.08954228	
FASTKD5		0.089498185	
SECISBP2		0.08947596	
PPIAP40		0.089417025	
TRIB3		0.0893825	
CHCHD4P4		0.08933696	
CCDC181		0.08933408	
MYPN		0.08932858	
KLF3		0.08932843	
PNPLA8		0.08931244	
TESK1		0.089274704	
TBCD		0.0892649	
LYZL1		0.08924104	
SMIM29		0.08922567	
KDM3B		0.089225285	
NUCKS1		0.089186445	
NPM1P35		0.08917619	
SNHG29		0.089163214	
ASMTL-AS1		0.0891445	
ZC3H15		0.08910076	
PSMC6		0.089090176	
B4GALT1		0.089079276	
S100A16		0.089059755	
UBTF		0.08903336	
UBE2D4		0.08899518	
PPP4C		0.08891816	
PTPN11P3		0.08885764	
TM9SF3		0.08878812	
TOX4		0.08877827	
PAFAH1B1		0.08874915	
DYNC1LI1		0.088707015	
RXRB		0.08869953	
CD81		0.088698186	
DTX4		0.088681534	
MARK3		0.08865199	
DIXDC1		0.08862292	
RPL35A		0.0886214	
SMARCE1		0.08856397	
TP53INP2		0.0885238	
ITGB1BP2		0.08850123	
PIGBOS1		0.088491306	
PRKCD		0.08848153	
NIN		0.08844205	
ARHGEF1		0.088375784	
ZNF574		0.08833741	
TRMT10A		0.08828743	
MEAF6		0.08826644	
PPIAP31		0.08825427	
RGPD2		0.08818175	
AADACP1		0.088075966	
LINC01558		0.08799796	
SSBP3P1		0.08794204	
NCBP1		0.08793049	
NEXN-AS1		0.08793046	
LRP10		0.08790857	
ENOPH1		0.08785932	
SLFNL1		0.08784127	
HAVCR2		0.087773256	
IPO7P2		0.08776973	
XRCC1		0.08774568	
C6orf89		0.08772552	
RPL26P19		0.08772042	
RABAC1		0.08769164	
DUS3L		0.08760916	
NDUFAF3		0.08759621	
ENSG00000207159		0.0875715	
CDV3		0.08756581	
CFAP410		0.08754603	
ELP1		0.08754156	
TRAK1		0.08753757	
RBBP6		0.08753295	
RPS6KA6		0.08751609	
CLN3		0.08748875	
B3GNT5		0.08747887	
FTO		0.087405324	
MYPOP		0.087384224	
CUL1		0.08735847	
PIK3IP1		0.087357	
CTNS		0.08734884	
RNF207		0.0873436	
PLEKHA2		0.087310664	
PSMC5		0.087293684	
TMEM38B		0.087225564	
C3orf38		0.08722359	
RHPN1		0.08720314	
ASCC1		0.08718475	
PPP2R5A		0.08717563	
RBFOX2		0.087163925	
TIMM17B		0.08715453	
TOMM40L		0.08713448	
VOPP1		0.087110944	
ADAM33		0.08710342	
ITPR3		0.08709487	
SETX		0.0870737	
MAP3K14		0.087054856	
CDH3		0.08704233	
SEM1		0.08702883	
ZBTB24		0.08700148	
NAAA		0.08698833	
RPN1		0.08688861	
FAM168B		0.08683656	
RPL24		0.086814545	
ADAM15		0.08678176	
RPS19P1		0.08673714	
COMTD1		0.08669658	
FLT3LG		0.08667444	
LARP1BP1		0.08667008	
GBA2		0.086648226	
CYLD		0.08663136	
TRPC1		0.08662665	
CCDC65		0.08657741	
RASAL1		0.08653556	
SAE1		0.086454466	
KRT18P38		0.08642902	
SLBP		0.086353965	
BLMH		0.08630247	
HDAC2		0.08624708	
UBB		0.08622464	
NRSN2		0.08621384	
AHCTF1P1		0.086209565	
USP5		0.086205065	
FBXO45		0.086173475	
NDUFAB1		0.08617071	
GPRC5C		0.08607637	
SMPD4		0.08605223	
HPS4		0.08603101	
EMC2		0.08599849	
ETFB		0.08597964	
TTC9		0.085962206	
CLIC1		0.0859589	
SRP19		0.0859537	
LTA4H		0.085928686	
RMDN3		0.08592822	
NOA1		0.085908815	
PEG3		0.08590503	
ZNF598		0.08589694	
GOT2		0.08587388	
SLC39A1		0.08586096	
DNAJC1		0.08581648	
MLLT10		0.08581518	
TRANK1		0.0857558	
SENP2		0.08574663	
VPS26AP1		0.085715435	
TOR1A		0.08571231	
RNF31		0.08566334	
PGRMC2		0.08563527	
STARD3NL		0.08563093	
QSOX2		0.085537	
LOC400499		0.08547304	
SETD2		0.085453816	
FAM98C		0.08543326	
HIRIP3		0.08538617	
C22orf23		0.085384496	
BRPF1		0.08535925	
MIR22HG		0.085334755	
IL7		0.085324	
RPL19P3		0.08523402	
TAOK2		0.08522248	
FAM228B		0.085218534	
TRIM4		0.085216194	
ENSG00000255342		0.08521565	
CRNKL1		0.08515683	
ARF5		0.0851528	
NFIX		0.085128486	
QRSL1P2		0.08512511	
GOLGA2		0.08512036	
HOXB3		0.085118085	
KIAA1328		0.0850877	
SUCLA2		0.08507878	
COX6C		0.08506173	
MIA3		0.08504422	
HPS3		0.084952995	
GK4P		0.08485329	
LOC100418961		0.08483322	
CHMP4B		0.084797315	
NDUFS1		0.084775604	
TAL2		0.08476019	
CFAP43		0.0847504	
PSENEN		0.08470966	
ENSG00000248175		0.084701404	
EIF3FP3		0.08465792	
LYPD3		0.08465005	
SMARCD1		0.08464353	
PICK1		0.08462303	
USP19		0.08458909	
LEKR1		0.084581725	
SLC35A4		0.08452312	
STT3B		0.0845228	
GGA2		0.08450471	
ZC3HC1		0.08448101	
EIF4H		0.08444989	
GOLM2P1		0.08437037	
GHITM		0.08435741	
RPL36AL		0.0842399	
YLPM1		0.08422928	
PSMG4		0.08418036	
UROS		0.084168464	
BSPRY		0.08416319	
PCYT2		0.08415171	
MLF2		0.0841442	
PALB2		0.084110506	
TRIM38		0.08408387	
NIFK-AS1		0.08408232	
KANSL3		0.08407619	
ANKRD28		0.08405205	
MMP11		0.08403056	
NCL		0.084017515	
HOOK3		0.08396904	
HMGB2		0.083962865	
ENSG00000213494		0.08396009	
CHMP2A		0.08393982	
AIMP2		0.08393897	
ENSG00000222730		0.083927125	
AURKAIP1		0.083923265	
CCNE2		0.083915025	
BMPR2		0.08389442	
BCL7A		0.08389148	
ENSG00000215513		0.08386315	
YEATS4		0.08382329	
PSMF1		0.08380954	
KDM6B		0.08378778	
MOCS2		0.083727956	
KAT14		0.083694555	
ENSG00000173566		0.08368157	
RBBP9		0.08366824	
ADNP2		0.083584026	
ELL2P1		0.083579965	
TRNP		0.08353969	
RPL34P18		0.08349171	
ENSG00000229996		0.08348397	
TEX30		0.08348079	
ENSG00000228366		0.08338574	
PDCD6IP		0.08338092	
ERH		0.08334728	
UQCRHL		0.08332632	
ANKH		0.08331932	
PEX3		0.08331539	
TFCP2		0.08324439	
NDUFA4P1		0.08322834	
GNPTAB		0.08322545	
ORC3		0.0832048	
DMTF1		0.083121866	
CACFD1		0.08310233	
GNS		0.083093256	
PHC1		0.08308121	
ENSG00000219329		0.08300023	
IFT88		0.08291064	
MCEE		0.082896724	
RNR1		0.082887046	
EIF4E2		0.08288319	
PTPN11		0.082835004	
KLHL20		0.082831055	
RRBP1		0.08280838	
SEC16A		0.082609646	
RAET1L		0.08260674	
RPS5P5		0.082604356	
ENSG00000226045		0.08259997	
DNAJC30		0.082590185	
SPCS1		0.08252069	
CAP1		0.08251567	
OLR1		0.08247675	
KIDINS220		0.08247667	
TNFSF10		0.08245397	
ZNF385A		0.0824307	
USP32		0.08239515	
KLK1		0.08239307	
MBTD1		0.08237305	
PSMD6-AS2		0.08235404	
PLEKHG6		0.08234038	
MAP2K2		0.08230804	
CES2		0.08225372	
CA4		0.08222635	
PLA2G2E		0.08218649	
RNF208		0.08218022	
ZRANB2		0.08217633	
LOC124901333		0.08215631	
ATP5MC1		0.08215427	
TANC2		0.082094625	
RNF10		0.082094006	
ATP5F1A		0.08209305	
C1orf50		0.08206707	
BBC3		0.08202618	
ATP5F1D		0.0820169	
EFCAB7		0.08201624	
ERI3		0.08198763	
MEGF8		0.08197685	
RTRAFP2		0.08192209	
EXOG		0.08189628	
LYPLA1		0.08189088	
NAA16		0.08187922	
COX17P1		0.081779875	
CLASRP		0.08177933	
NXT1		0.081771076	
PGM2		0.08174339	
GLO1		0.0817346	
CUL3		0.08171626	
UBE2V1P2		0.08169339	
RANGAP1		0.08167501	
ZNF852		0.081655025	
SOCS1		0.08164954	
CDK11A		0.0816466	
ABCF2		0.08159874	
COG4		0.081589125	
SLC35B2		0.08155555	
GDF15		0.08153332	
GNAQ		0.081445225	
RELCH		0.08143662	
SLC35A2		0.08142965	
ZNF101		0.08142496	
USP38		0.08138403	
WASF3		0.08136266	
RGPD5		0.08131473	
SERINC1		0.08129058	
B2M		0.08125387	
CNST		0.081238694	
APEX1		0.08113933	
CYBC1		0.08113292	
TMEM240		0.08111358	
SEMA4F		0.08110872	
DICER1		0.08108987	
RNGTT		0.08105647	
U2SURP		0.08099278	
ERCC3		0.08097371	
REEP3		0.080914184	
TMED5		0.08086789	
ARL6IP6		0.08085563	
GTPBP1		0.08080931	
ENSG00000235081		0.080771476	
ODF2L		0.080755234	
INSIG1		0.08049545	
MRPL3		0.08046	
NPHP1		0.08045303	
MARCHF9		0.08044387	
UBE2F		0.08035481	
SLC31A1		0.08033219	
CSNK1E		0.0803099	
ZNF79		0.08025563	
ABCB8		0.080241986	
SKP1P2		0.08022956	
MAP3K3		0.080203384	
AHCTF1		0.08020277	
CEBPZ		0.080117695	
PIK3C3		0.08011089	
ENSG00000250282		0.080101736	
FBH1		0.08010025	
EIF2A		0.08006262	
NKAIN2		0.08005547	
C20orf204		0.08003565	
DUSP23		0.08002697	
KLHL23		0.07992802	
ENSG00000227598		0.07992064	
YIPF3		0.07988454	
TRIM13		0.07986982	
ZFR		0.07982539	
STRBP		0.079822294	
RBM26-AS1		0.07979434	
ENSG00000227615		0.07975159	
RNF227		0.079691544	
ACTBP15		0.07965692	
PANX2		0.07964483	
AKTIPP2		0.07963895	
MATCAP1		0.07962371	
FLJ46284		0.07956587	
MRPL4		0.079528496	
BICDL2		0.07952721	
ACP6		0.07948488	
PTPRM		0.07948246	
TUFM		0.079452954	
ECT2		0.079434134	
GOLGA7		0.079411246	
ENSG00000105663		0.079395354	
BRD4		0.07936595	
WDR37		0.07928111	
ENSG00000255846		0.07923738	
GNL2		0.079234436	
NDUFA6		0.07920962	
INVS		0.07916955	
ZGRF1		0.079168364	
ADD2		0.07916151	
RPL5		0.07915238	
HDDC3		0.079101175	
THEMIS2		0.079098	
CDK13		0.0790846	
TMEM175		0.07905086	
KLHL33		0.079006016	
TMED8		0.0789877	
ENSG00000141720		0.07898617	
LRRC57		0.078982145	
EDF1		0.078951314	
PRKAA1		0.07890391	
DOLK		0.07889392	
PCSK4		0.078868374	
NUTM2A-AS1		0.07885187	
KIAA1671		0.07880367	
ANO10		0.07879766	
GTF3C5		0.07879576	
NOD1		0.078785114	
TBCA		0.078712836	
ENSG00000247180		0.07869058	
CAMTA2		0.07868392	
OLA1		0.07866932	
PRKD2		0.078650594	
ZNF138		0.078610085	
TTC32		0.078597486	
PFKL		0.07859306	
C1GALT1C1		0.07854899	
TMEM38A		0.078527555	
SGSM3		0.07847115	
BAG3		0.07840729	
MX1		0.07840447	
FECH		0.0783618	
PSMD8		0.078298725	
CHMP1B		0.07829034	
NDC1		0.07825745	
SCAMP2		0.07825365	
MDM2		0.078231044	
ALS2		0.0782221	
SMC6		0.07820829	
GRWD1		0.07819775	
PIGF		0.07818689	
PHLPP2		0.078107975	
RPSAP19		0.078061685	
PDZD11		0.07806025	
ZNF485		0.07805773	
TMEM147		0.07805227	
MRPL15		0.07802566	
RLIM		0.077994324	
RBMS1P1		0.077993914	
LOC124903594		0.07799286	
ENSG00000250256		0.07799286	
GRK6		0.07794021	
LIPE-AS1		0.07791296	
RNF220		0.0778726	
CHILL1		0.07786819	
ZSCAN5A		0.077864885	
USP1		0.0778551	
PPP1R3E		0.07785445	
HNRNPA1L3		0.07783988	
ENSG00000249566		0.077825084	
POLR2E		0.077779636	
MED24		0.07772282	
PRR18		0.077711776	
ZNF214		0.0777062	
ANP32D		0.07765919	
FAM153CP		0.077624105	
ZNF518A		0.07761956	
RNF125		0.07752354	
ZNF100		0.0774899	
COX3		0.077478796	
BCAP31		0.077444	
EIF2B4		0.07743297	
LAS1L		0.07738364	
ZNF205		0.077382125	
TMX2P1		0.07737343	
DOLPP1		0.077338785	
ENSG00000254702		0.07728043	
ZNF670-ZNF695		0.07728018	
USF3		0.07725806	
ENSG00000247687		0.07720558	
TNRC6A		0.077164516	
NELFA		0.07716268	
FBRS		0.077137984	
CEP131		0.07710078	
NOL9		0.077067755	
RAP1B		0.07703178	
EXOSC3		0.077027805	
SOD1		0.07702532	
PRPF18		0.07700869	
DOCK7		0.07700446	
KIZ		0.07694426	
RACK1		0.07690875	
SKIDA1		0.076895475	
SCAF4		0.07688024	
FKBPL		0.07686723	
DUX4L26		0.076865464	
HUWE1		0.07685075	
USP6NL		0.07681765	
MRPS5		0.07681191	
ERMARD		0.07679935	
GLIS2		0.07677024	
NPLOC4		0.076703735	
CNOT2		0.07669725	
UBLCP1		0.076690145	
HAPSTR1		0.07666712	
ZNF398		0.076660536	
POLRMT		0.07664833	
TSHZ1		0.07664828	
IPO11		0.0765977	
C14orf39		0.07659382	
ATP6V0B		0.07655468	
IFT43		0.07654257	
CASP8		0.076513335	
RPL23A		0.076482706	
INTS6L		0.076432854	
GOLGA5		0.076427	
EIF1P3		0.07640597	
ACOX3		0.07638467	
PI4KA		0.07636848	
COX16		0.076363474	
PKN1		0.07636305	
NGLY1		0.0763609	
FAAH2		0.0763289	
DHRS7B		0.076299384	
TCOF1		0.07628068	
CACTIN		0.076244056	
DFFA		0.076227255	
ARTN		0.07622124	
KCTD18		0.07622073	
LZTR1		0.07621203	
RDXP3		0.07620434	
DBR1		0.0761975	
ZNF500		0.07617843	
CSNK2A2		0.07614985	
TNPO1		0.076083556	
DRG1		0.0760575	
NSD2		0.07603897	
PSMD1		0.07598507	
SUGT1P3		0.07598118	
DDR1		0.07597148	
AGL		0.075935274	
UTP14C		0.07586417	
NEO1		0.07584825	
COP1		0.07582743	
STK25		0.07581239	
CACYBP		0.07580269	
NPM1P27		0.07579349	
QNG1		0.07577726	
MTPN		0.07576804	
FIZ1		0.075752854	
LSM6		0.07573399	
SNRNP27		0.07567194	
SNRPC		0.07560475	
GORASP1		0.07558739	
EEF1B2		0.07554914	
AKIRIN2		0.07549823	
EXTL3		0.07544271	
RHOA		0.07544238	
ANAPC10		0.07539899	
NT5M		0.07539854	
KCTD11		0.07539634	
MMP15		0.07535164	
POP5		0.075292766	
PIK3C2B		0.07528882	
LOC100422300		0.07528149	
TMBIM6		0.07527598	
RTF1		0.0752634	
BRD7P5		0.07524858	
ZNF274		0.07523178	
SETDB1		0.07522673	
ERBIN		0.07522549	
ENSG00000225302		0.075199395	
SLC46A3		0.075172156	
RPS18P5		0.07512067	
RPS3AP6		0.075106926	
ENSG00000174368		0.075104915	
ELOVL6		0.0751046	
ARMH4		0.0751025	
RPL37P23		0.075089484	
CNDP2		0.07505176	
PPP2R5CP		0.07502477	
APOBEC3F		0.075017355	
TNPO1P2		0.074982285	
PPID		0.074973166	
ENSG00000256370		0.07495532	
PDE8A		0.07495358	
LRRC58		0.074943386	
POMP		0.07492733	
SYT6		0.07491191	
PSIP1		0.07489157	
ENSG00000254676		0.074879415	
BRWD3		0.07477141	
SDSL		0.074769795	
GUF1		0.07473253	
TLCD3A		0.07469368	
APH1A		0.07465817	
B3GAT2		0.07464892	
RIC3		0.074587286	
ASH1L		0.07454214	
VCPIP1		0.074485496	
RPS2P46		0.07443326	
HDAC8		0.07440565	
NT5DC1		0.07437781	
USP8		0.07434267	
SSBP4		0.07432831	
LOC100421468		0.074327506	
IRF2		0.07431571	
CHMP5		0.074301556	
SLC41A2		0.07424555	
RHBDD2		0.07422079	
ATP5PDP4		0.07420635	
SUGP1		0.0741865	
NIP7		0.07418541	
FAM192BP		0.074161254	
ENSG00000257076		0.074139245	
ATE1		0.07411862	
RPS6P1		0.07411691	
SPRING1		0.07407057	
PSMB2		0.07406814	
CARF		0.074066766	
APC		0.074065745	
UPRT		0.07402614	
ITPKB		0.074025795	
OAT		0.074023575	
SUFU		0.07401484	
TMEM203		0.0740103	
SAV1		0.07396262	
REV3L		0.0739482	
SPSB3		0.07393958	
ZNF709		0.073914655	
EIF2S3B		0.073885955	
TM9SF4		0.073881604	
RAD51C		0.073822685	
RPL13A		0.0737789	
PARAIL		0.073763445	
TGFB1		0.07375728	
GTF3A		0.07369731	
ZDHHC23		0.07367148	
BCKDHB		0.073560685	
POGK		0.07355132	
GPS2		0.0735483	
ENSG00000224067		0.07354342	
FUT1		0.07354048	
MAMDC4		0.07353996	
ZNF141		0.0735343	
PHF23		0.07348102	
SHMT1P1		0.07344156	
HOXA1		0.07338857	
RPL5P34		0.07334555	
TSC2		0.073342904	
ZNF282		0.073333874	
PUM1		0.07333143	
NCOA1		0.073329404	
APOBEC3G		0.07332301	
ARK2N		0.07330293	
MTG2		0.07326397	
TOR2A		0.07325417	
CISD1P1		0.073244154	
TTLL1		0.073230185	
MRPL9P1		0.07319337	
RPL3P7		0.07315477	
CMC1		0.07314459	
ODR4		0.07314099	
RHBDD1		0.073115945	
GPN1		0.07308398	
KHNYN		0.07307259	
KRT8P41		0.07306368	
MGAT1		0.07303229	
GNAI3		0.07301023	
RBM42		0.072989665	
RPRD1A		0.07297942	
LINGO2		0.072954	
ARHGEF16		0.0729445	
CCDC93		0.07287259	
TLK2P1		0.07286542	
ZNF329		0.07282962	
CDC27P1		0.07282492	
RPS19BP1		0.07268044	
NCOR2		0.072673544	
MRPL13		0.072595835	
ENSG00000254873		0.072577566	
ADO		0.072495125	
EFL1		0.07246575	
CLSTN2		0.072455786	
FOXO4		0.07243326	
PANK4		0.07243005	
DHCR24		0.072368905	
CEP152		0.07235136	
HNRNPF		0.0723255	
PMPCB		0.07231329	
EIF3I		0.07225526	
CASC2		0.07225177	
ZNF649		0.072247386	
CCDC142		0.07224458	
HDAC11		0.07224149	
NTMT1		0.07218292	
BNIP3P1		0.072144344	
SMAD4		0.072130315	
TNPO1P3		0.07210726	
EVPL		0.07210566	
CHKA-DT		0.07209608	
YKT6		0.07209357	
HNRNPA1		0.07206852	
ADGRA3P1		0.07206575	
ENSG00000179837		0.07202915	
TANK		0.07202869	
ENSG00000245452		0.072012305	
FOXP3		0.07197135	
ZNF136		0.071857184	
CLCN7		0.07181688	
CPT1B		0.07172427	
PDIA3		0.071723446	
RALGDS		0.07171141	
IGKV2-28		0.07170227	
ITPK1		0.0716906	
HSPA4L		0.07165059	
UBE2R2		0.07159891	
VPS4A		0.071556315	
ENSG00000204150		0.071499586	
HAT1		0.07147594	
EVI5L		0.07147031	
AMMECR1L		0.07146912	
TM9SF5P		0.071445614	
ENSG00000243302		0.071427986	
SMARCC1		0.07141965	
KLHDC2		0.071352124	
JAZF1		0.071343236	
MAP3K8		0.07133195	
DCP2		0.07132753	
PRKAR1A		0.07131679	
SRPK2		0.07124491	
LGALS9		0.07114767	
VDAC1P1		0.07113663	
RPS15AP24		0.07112145	
BSG		0.07109071	
DERL2		0.07107022	
TRPM7		0.07105883	
TTC1		0.07102038	
RPS16P7		0.07100453	
ZBTB9		0.070937976	
SET		0.07091585	
ZNF706		0.070914656	
KIF21A		0.070857555	
CEP41		0.070766754	
CPT2		0.07076348	
DZIP3		0.07071423	
HNRNPA0		0.070655294	
MPC1		0.07062802	
ENSG00000227450		0.07056258	
NCOA6		0.070560314	
AFTPH		0.07051824	
HSPB1		0.07048242	
SLC25A5P3		0.07043285	
C2CD5		0.070384584	
MFSD8		0.07037012	
SCAF8		0.07034941	
LPGAT1		0.07034127	
DHX40		0.07033996	
HERC6		0.07031375	
AKAP10		0.0702974	
PRMT9		0.070270784	
STRAP		0.07024578	
RXYLT1		0.07019427	
GNA11		0.070110336	
ZNF492		0.070105575	
NAP1L1		0.07009294	
TIMM44		0.07007908	
YIPF4		0.070076056	
PLEKHA8		0.070032105	
TMEM147-AS1		0.06991869	
ELP6		0.06991156	
YIPF5		0.06985155	
NUDT16L2P		0.069846086	
YWHAEP1		0.06983533	
MIRLET7D		0.069829814	
SEC22A		0.06978947	
ST7		0.06978105	
IFNAR1		0.06977183	
SEC61A1		0.069761634	
ZNF614		0.06972116	
CST3		0.069714315	
MYL11		0.069690004	
UMAD1		0.0696865	
CMKLR1		0.06963495	
ENSG00000232755		0.069620945	
TCEAL1		0.06951188	
BPNT1		0.06950957	
DONSON		0.06940903	
COX7A2		0.06940299	
GTF2A1		0.06937639	
SNPH		0.06937245	
RAB5B		0.06936336	
NEMF		0.06934804	
KLHDC7B		0.06929208	
PEX14		0.069237486	
IER2		0.06923245	
UBE2Z		0.06922725	
SMPD4BP		0.06920519	
LINC00471		0.06916705	
JDP2		0.06912964	
ZNF160		0.06910492	
STAB1		0.06906197	
SUZ12		0.06903472	
UBL5		0.069021426	
EEF2		0.068978764	
MICOS10		0.06894316	
GAS1RR		0.06894262	
CERS5		0.06891747	
GNB1		0.06890547	
MTND2P28		0.06889994	
GTF2IRD2B		0.06889917	
VAMP3		0.06889728	
VPS35L		0.06888209	
ITPKC		0.0688771	
AGO2		0.068808645	
TIMM10B		0.068759434	
NFIC		0.0687433	
CCZ1B		0.06873891	
CAPZB		0.06873598	
GOT1		0.068729304	
NPEPPS		0.06867288	
RPS15P4		0.0686294	
GSTA3		0.06861064	
ATP6V0A1		0.06860159	
TMEM219		0.06858682	
SOX6		0.06854725	
PURB		0.06853812	
USP9X		0.0685279	
ZNF786		0.06850905	
ARL3		0.0684336	
EMB		0.06843285	
ENSG00000226740		0.0684192	
PLEKHS1		0.06840111	
NDUFA13		0.068361156	
EFCAB14P1		0.06831802	
RPSA		0.06831714	
RBM17		0.06827328	
NUP43		0.068224214	
CTBP2P8		0.06820071	
MRPL1		0.06817163	
C2orf72		0.068139054	
ARAF		0.068077035	
INTS9		0.068075724	
SMU1		0.068034954	
UBOX5		0.06803461	
ARRDC4		0.067991056	
DHX8		0.06798132	
IPMK		0.067931615	
SMIM7		0.067905	
LINC00863		0.06789333	
BRAP		0.06783594	
LINC01772		0.06781503	
CCDC74A		0.06778841	
KPNA2		0.067783065	
KCTD13		0.06775975	
ECSIT		0.06774338	
ENSG00000198477		0.06772838	
TASOR		0.06766187	
SS18L1		0.06765951	
ARID1A		0.067630954	
HNRNPD		0.06761203	
KTI12		0.06754308	
COQ7		0.06751357	
COX7CP1		0.067487076	
DHPS		0.06748499	
RABGAP1		0.067481816	
CASP3		0.06747779	
PPP1R9A		0.06744401	
CDK5P1		0.067442454	
MACO1		0.0674359	
TMA16		0.06742524	
TLK1P1		0.06738745	
SYCE2		0.0673587	
SYPL1		0.067349106	
